id,sanction_id,ddo_code,vendor_id,amount,purpose_category,release_date,utilization_date,status
12877,SAN012877,DDO0088,461,1029000,Operations,2022-11-17,2022-11-29,utilized
12878,SAN012878,DDO0088,290,2143000,Construction,2022-12-25,2023-01-06,utilized
12879,SAN012879,DDO0088,103,1114000,Welfare,2022-05-14,,paid
12880,SAN012880,DDO0088,424,1027000,Operations,2022-11-29,2022-12-11,utilized
12881,SAN012881,DDO0088,424,2054000,Subsidies,2022-11-25,2022-12-04,utilized
12882,SAN012882,DDO0088,290,949000,Training,2022-09-18,2022-10-03,utilized
12883,SAN012883,DDO0088,103,212000,Subsidies,2022-05-30,2022-06-18,utilized
12884,SAN012884,DDO0088,290,1474000,Infrastructure,2022-03-20,2022-04-26,utilized
12885,SAN012885,DDO0088,461,69000,Equipment,2022-05-13,2022-06-13,utilized
12886,SAN012886,DDO0088,450,947000,Welfare,2022-10-18,2022-11-16,utilized
12887,SAN012887,DDO0088,257,314000,Construction,2022-07-15,2022-07-31,utilized
12888,SAN012888,DDO0088,352,2486000,Welfare,2022-01-17,2022-02-21,utilized
12889,SAN012889,DDO0088,263,114000,Construction,2022-02-14,2022-03-02,utilized
12890,SAN012890,DDO0088,227,3543000,Maintenance,2022-06-30,2022-07-09,utilized
12891,SAN012891,DDO0088,140,2325000,Construction,2022-04-15,2022-05-24,utilized
12892,SAN012892,DDO0088,140,517000,Training,2022-10-26,2022-12-02,utilized
12893,SAN012893,DDO0088,290,2671000,Welfare,2022-10-02,2022-10-20,utilized
12894,SAN012894,DDO0088,11,598000,Infrastructure,2022-12-12,2023-01-20,utilized
12895,SAN012895,DDO0088,178,2380000,Construction,2023-11-22,2023-12-18,utilized
12896,SAN012896,DDO0088,263,1192000,Subsidies,2023-02-06,2023-03-06,utilized
12897,SAN012897,DDO0088,351,147000,Operations,2023-08-09,,paid
12898,SAN012898,DDO0088,140,3510000,Infrastructure,2023-05-08,2023-05-26,utilized
12899,SAN012899,DDO0088,463,131000,Procurement,2023-10-09,2023-10-27,utilized
12900,SAN012900,DDO0088,290,525000,Training,2023-11-17,2023-12-01,utilized
12901,SAN012901,DDO0088,290,1983000,Equipment,2023-11-27,2023-12-28,utilized
12902,SAN012902,DDO0088,263,1559000,Operations,2023-07-27,2023-08-07,utilized
12903,SAN012903,DDO0088,463,3462000,Infrastructure,2023-10-13,2023-11-01,utilized
12904,SAN012904,DDO0088,227,684000,Operations,2023-08-24,,paid
12905,SAN012905,DDO0088,92,1505000,Equipment,2023-12-03,2023-12-16,utilized
12906,SAN012906,DDO0088,92,942000,Services,2023-11-16,2023-12-01,utilized
12907,SAN012907,DDO0088,227,1622000,Equipment,2023-10-13,2023-10-21,utilized
12908,SAN012908,DDO0088,450,252000,Services,2023-12-22,2024-01-20,utilized
12909,SAN012909,DDO0088,351,1392000,Subsidies,2023-08-08,2023-08-12,utilized
12910,SAN012910,DDO0088,461,1865000,Infrastructure,2023-07-25,2023-08-24,utilized
12911,SAN012911,DDO0088,352,388000,Welfare,2023-10-10,2023-10-29,utilized
12912,SAN012912,DDO0088,178,805000,Operations,2023-08-06,2023-08-15,utilized
12913,SAN012913,DDO0088,351,2020000,Training,2023-12-22,2024-01-17,utilized
12914,SAN012914,DDO0088,263,866000,Construction,2023-07-01,2023-07-09,utilized
12915,SAN012915,DDO0088,227,1127000,Equipment,2023-11-07,2023-11-16,utilized
12916,SAN012916,DDO0088,290,2245000,Maintenance,2023-04-30,2023-05-21,utilized
12917,SAN012917,DDO0088,11,816000,Infrastructure,2023-09-03,2023-09-21,utilized
12918,SAN012918,DDO0088,178,1441000,Equipment,2023-10-01,2023-10-15,utilized
12919,SAN012919,DDO0088,92,475000,Subsidies,2023-10-15,2023-11-18,utilized
12920,SAN012920,DDO0088,178,624000,Subsidies,2023-04-08,2023-05-08,utilized
12921,SAN012921,DDO0088,103,1936000,Welfare,2023-12-25,2024-02-01,utilized
12922,SAN012922,DDO0088,463,3747000,Services,2023-06-13,2023-07-15,utilized
12923,SAN012923,DDO0088,424,1888000,Training,2023-09-08,2023-10-04,utilized
12924,SAN012924,DDO0088,463,406000,Construction,2023-06-13,2023-06-22,utilized
12925,SAN012925,DDO0088,227,1716000,Subsidies,2023-12-16,2023-12-25,utilized
12926,SAN012926,DDO0088,21,1249000,Subsidies,2023-03-29,2023-04-25,utilized
12927,SAN012927,DDO0088,290,936000,Equipment,2023-07-02,2023-07-25,utilized
12928,SAN012928,DDO0088,103,417000,Training,2023-04-14,2023-05-05,utilized
12929,SAN012929,DDO0088,463,215000,Operations,2023-06-17,2023-07-26,utilized
12930,SAN012930,DDO0088,461,1161000,Welfare,2023-10-14,2023-10-30,utilized
12931,SAN012931,DDO0088,21,676000,Welfare,2023-10-07,2023-10-15,utilized
12932,SAN012932,DDO0088,450,625000,Maintenance,2023-03-21,2023-04-28,utilized
12933,SAN012933,DDO0088,263,1338000,Welfare,2023-12-31,2024-02-04,utilized
12934,SAN012934,DDO0088,351,626000,Subsidies,2023-05-08,2023-05-28,utilized
12935,SAN012935,DDO0088,11,4015000,Maintenance,2023-06-30,2023-08-01,utilized
12936,SAN012936,DDO0088,352,144000,Construction,2023-10-17,2023-11-19,utilized
12937,SAN012937,DDO0088,263,2338000,Infrastructure,2023-07-20,2023-08-18,utilized
12938,SAN012938,DDO0088,178,1200000,Infrastructure,2023-06-28,2023-07-14,utilized
12939,SAN012939,DDO0088,352,1361000,Training,2023-06-26,2023-07-24,utilized
12940,SAN012940,DDO0088,461,1315000,Infrastructure,2024-11-02,2024-12-06,utilized
12941,SAN012941,DDO0088,178,1308000,Maintenance,2024-02-18,,paid
12942,SAN012942,DDO0088,351,1748000,Equipment,2024-11-01,2024-11-29,utilized
12943,SAN012943,DDO0088,227,217000,Infrastructure,2024-06-03,2024-07-13,utilized
12944,SAN012944,DDO0088,263,63000,Services,2024-04-06,2024-05-07,utilized
12945,SAN012945,DDO0088,352,2496000,Construction,2024-05-01,2024-06-09,utilized
12946,SAN012946,DDO0088,92,1785000,Operations,2024-11-06,2024-11-19,utilized
12947,SAN012947,DDO0088,227,505000,Subsidies,2024-05-19,2024-06-14,utilized
12948,SAN012948,DDO0088,178,1792000,Equipment,2024-08-08,2024-09-11,utilized
12949,SAN012949,DDO0088,263,1823000,Maintenance,2024-10-24,2024-11-16,utilized
12950,SAN012950,DDO0088,352,1015000,Equipment,2024-12-13,2024-12-25,utilized
12951,SAN012951,DDO0088,463,2521000,Equipment,2024-04-29,2024-06-08,utilized
12952,SAN012952,DDO0088,178,3087000,Maintenance,2024-05-14,2024-06-22,utilized
12953,SAN012953,DDO0088,257,1754000,Equipment,2024-08-27,2024-09-16,utilized
12954,SAN012954,DDO0088,463,1867000,Welfare,2024-11-04,2024-11-30,utilized
12955,SAN012955,DDO0088,263,130000,Training,2024-08-19,2024-09-27,utilized
12956,SAN012956,DDO0088,351,524000,Procurement,2024-11-26,2025-01-02,utilized
12957,SAN012957,DDO0088,463,181000,Services,2024-11-03,2024-12-13,utilized
12958,SAN012958,DDO0088,178,293000,Construction,2024-06-30,2024-07-06,utilized
12959,SAN012959,DDO0088,384,3003000,Subsidies,2024-12-16,2025-01-04,utilized
12960,SAN012960,DDO0088,263,2403000,Training,2024-09-08,2024-09-14,utilized
12961,SAN012961,DDO0088,263,669000,Services,2024-10-13,,paid
12962,SAN012962,DDO0088,384,711000,Welfare,2024-05-01,2024-05-12,utilized
12963,SAN012963,DDO0088,461,2115000,Maintenance,2024-06-26,2024-07-06,utilized
12964,SAN012964,DDO0088,352,1801000,Equipment,2024-12-22,2025-01-01,utilized
12965,SAN012965,DDO0088,450,1694000,Procurement,2024-11-24,2024-12-11,utilized
12966,SAN012966,DDO0088,21,2004000,Procurement,2024-06-09,2024-07-16,utilized
12967,SAN012967,DDO0088,227,436000,Services,2024-11-15,2024-12-02,utilized
12968,SAN012968,DDO0088,21,265000,Subsidies,2024-09-19,2024-10-24,utilized
12969,SAN012969,DDO0088,227,4238000,Construction,2024-12-16,2025-01-21,utilized
12970,SAN012970,DDO0088,103,1864000,Operations,2024-12-18,2025-01-08,utilized
12971,SAN012971,DDO0088,463,856000,Infrastructure,2024-12-19,2025-01-25,utilized
12972,SAN012972,DDO0088,450,945000,Welfare,2024-08-27,2024-09-04,utilized
12973,SAN012973,DDO0088,424,1168000,Services,2024-11-16,2024-11-25,utilized
12974,SAN012974,DDO0088,178,381000,Maintenance,2024-07-06,2024-07-27,utilized
12975,SAN012975,DDO0088,227,884000,Subsidies,2024-04-22,2024-05-20,utilized
12976,SAN012976,DDO0088,140,331000,Welfare,2024-11-14,2024-12-09,utilized
12977,SAN012977,DDO0088,351,1621000,Operations,2024-01-21,2024-02-25,utilized
12978,SAN012978,DDO0088,450,2310000,Subsidies,2024-09-04,2024-09-12,utilized
12979,SAN012979,DDO0088,257,142000,Infrastructure,2024-07-22,2024-08-14,utilized
12980,SAN012980,DDO0088,463,190000,Operations,2024-07-13,2024-08-17,utilized
12981,SAN012981,DDO0088,352,1185000,Training,2024-12-14,2024-12-21,utilized
12982,SAN012982,DDO0088,227,90000,Services,2024-11-23,2024-12-16,utilized
12983,SAN012983,DDO0088,424,561000,Maintenance,2024-10-14,2024-11-22,utilized
12984,SAN012984,DDO0088,103,595000,Infrastructure,2024-03-05,,paid
12985,SAN012985,DDO0088,21,3580000,Construction,2024-04-11,,paid
12986,SAN012986,DDO0088,351,2029000,Operations,2024-05-14,2024-06-15,utilized
12987,SAN012987,DDO0088,227,884000,Services,2024-04-12,2024-04-22,utilized
12988,SAN012988,DDO0088,21,719000,Subsidies,2024-02-06,2024-02-21,utilized
12989,SAN012989,DDO0088,450,816000,Procurement,2024-07-13,,paid
12990,SAN012990,DDO0088,463,1024000,Infrastructure,2024-08-11,2024-09-03,utilized
12991,SAN012991,DDO0088,461,412000,Procurement,2024-11-01,2024-12-10,utilized
12992,SAN012992,DDO0088,461,2168000,Operations,2024-09-30,2024-11-03,utilized
12993,SAN012993,DDO0088,257,623000,Services,2024-08-06,2024-08-23,utilized
12994,SAN012994,DDO0089,60,1968000,Maintenance,2022-07-08,2022-07-20,utilized
12995,SAN012995,DDO0089,148,1806000,Welfare,2022-09-04,2022-09-19,utilized
12996,SAN012996,DDO0089,363,1961000,Equipment,2022-09-01,2022-09-07,utilized
12997,SAN012997,DDO0089,399,635000,Construction,2022-11-03,2022-12-01,utilized
12998,SAN012998,DDO0089,451,2821000,Training,2022-02-08,2022-02-20,utilized
12999,SAN012999,DDO0089,368,2010000,Procurement,2022-12-09,2023-01-06,utilized
13000,SAN013000,DDO0089,399,1545000,Training,2022-11-18,2022-12-02,utilized
13001,SAN013001,DDO0089,60,485000,Welfare,2022-12-06,2022-12-30,utilized
13002,SAN013002,DDO0089,378,1393000,Construction,2022-12-28,2023-02-05,utilized
13003,SAN013003,DDO0089,399,784000,Construction,2022-12-17,2022-12-21,utilized
13004,SAN013004,DDO0089,80,1788000,Infrastructure,2022-08-20,2022-09-05,utilized
13005,SAN013005,DDO0089,148,676000,Operations,2022-12-11,2023-01-19,utilized
13006,SAN013006,DDO0089,451,1053000,Equipment,2022-11-13,2022-12-14,utilized
13007,SAN013007,DDO0089,363,123000,Infrastructure,2022-04-02,2022-04-09,utilized
13008,SAN013008,DDO0089,118,599000,Maintenance,2022-05-11,2022-06-14,utilized
13009,SAN013009,DDO0089,80,789000,Construction,2022-05-30,2022-06-04,utilized
13010,SAN013010,DDO0089,118,2099000,Operations,2022-01-23,2022-02-12,utilized
13011,SAN013011,DDO0089,118,729000,Subsidies,2022-12-20,2023-01-07,utilized
13012,SAN013012,DDO0089,368,1594000,Maintenance,2022-02-24,2022-03-14,utilized
13013,SAN013013,DDO0089,378,986000,Procurement,2022-08-26,2022-09-22,utilized
13014,SAN013014,DDO0089,378,532000,Infrastructure,2022-05-23,2022-06-27,utilized
13015,SAN013015,DDO0089,118,1077000,Welfare,2022-07-16,2022-07-23,utilized
13016,SAN013016,DDO0089,165,1425000,Construction,2022-11-06,2022-11-11,utilized
13017,SAN013017,DDO0089,148,466000,Welfare,2022-10-01,2022-10-16,utilized
13018,SAN013018,DDO0089,399,862000,Welfare,2022-05-12,2022-06-13,utilized
13019,SAN013019,DDO0089,80,2238000,Operations,2022-10-07,2022-10-14,utilized
13020,SAN013020,DDO0089,148,1143000,Infrastructure,2022-07-19,2022-08-09,utilized
13021,SAN013021,DDO0089,148,3376000,Infrastructure,2022-08-02,2022-08-13,utilized
13022,SAN013022,DDO0089,165,68000,Equipment,2022-12-29,2023-01-18,utilized
13023,SAN013023,DDO0089,80,542000,Equipment,2022-03-16,2022-04-13,utilized
13024,SAN013024,DDO0089,165,1233000,Subsidies,2022-11-12,2022-12-12,utilized
13025,SAN013025,DDO0089,363,963000,Operations,2022-05-13,2022-06-10,utilized
13026,SAN013026,DDO0089,378,2481000,Infrastructure,2022-11-15,2022-12-15,utilized
13027,SAN013027,DDO0089,399,915000,Equipment,2022-10-24,2022-11-03,utilized
13028,SAN013028,DDO0089,378,1472000,Training,2022-11-19,2022-12-17,utilized
13029,SAN013029,DDO0089,383,1365000,Procurement,2022-12-15,2023-01-11,utilized
13030,SAN013030,DDO0089,399,223000,Construction,2022-05-23,2022-06-23,utilized
13031,SAN013031,DDO0089,383,731000,Subsidies,2022-04-27,2022-05-06,utilized
13032,SAN013032,DDO0089,118,2417000,Subsidies,2022-02-08,2022-02-16,utilized
13033,SAN013033,DDO0089,378,183000,Maintenance,2022-05-16,2022-06-04,utilized
13034,SAN013034,DDO0089,383,959000,Construction,2022-04-09,2022-04-13,utilized
13035,SAN013035,DDO0089,118,224000,Services,2022-08-08,2022-08-18,utilized
13036,SAN013036,DDO0089,368,136000,Infrastructure,2022-11-06,2022-11-17,utilized
13037,SAN013037,DDO0089,363,327000,Equipment,2022-04-17,2022-05-16,utilized
13038,SAN013038,DDO0089,378,979000,Welfare,2023-12-08,2024-01-04,utilized
13039,SAN013039,DDO0089,148,1508000,Welfare,2023-11-02,2023-12-03,utilized
13040,SAN013040,DDO0089,399,1011000,Construction,2023-11-16,2023-12-02,utilized
13041,SAN013041,DDO0089,60,2444000,Operations,2023-01-13,2023-01-23,utilized
13042,SAN013042,DDO0089,383,1598000,Equipment,2023-12-30,2024-01-23,utilized
13043,SAN013043,DDO0089,368,3598000,Training,2023-11-23,2023-12-28,utilized
13044,SAN013044,DDO0089,368,299000,Infrastructure,2023-08-21,2023-09-16,utilized
13045,SAN013045,DDO0089,148,799000,Operations,2023-04-11,2023-04-18,utilized
13046,SAN013046,DDO0089,60,1176000,Subsidies,2023-06-30,2023-07-29,utilized
13047,SAN013047,DDO0089,60,2373000,Construction,2023-08-08,,paid
13048,SAN013048,DDO0089,383,351000,Welfare,2023-03-11,2023-04-19,utilized
13049,SAN013049,DDO0089,383,1907000,Construction,2023-06-25,2023-07-23,utilized
13050,SAN013050,DDO0089,368,119000,Equipment,2023-10-22,2023-11-13,utilized
13051,SAN013051,DDO0089,363,1903000,Welfare,2023-11-17,,paid
13052,SAN013052,DDO0089,363,276000,Services,2023-05-09,2023-06-01,utilized
13053,SAN013053,DDO0089,60,536000,Training,2023-03-06,2023-03-21,utilized
13054,SAN013054,DDO0089,363,1609000,Operations,2023-07-21,2023-08-14,utilized
13055,SAN013055,DDO0089,451,377000,Training,2023-09-26,,paid
13056,SAN013056,DDO0089,368,1228000,Construction,2023-07-07,2023-08-10,utilized
13057,SAN013057,DDO0089,118,2461000,Maintenance,2023-11-17,2023-11-27,utilized
13058,SAN013058,DDO0089,378,1685000,Subsidies,2023-05-22,2023-06-07,utilized
13059,SAN013059,DDO0089,363,2374000,Construction,2023-08-06,2023-08-17,utilized
13060,SAN013060,DDO0089,451,1730000,Welfare,2023-10-02,2023-11-06,utilized
13061,SAN013061,DDO0089,165,2109000,Subsidies,2023-01-03,2023-02-10,utilized
13062,SAN013062,DDO0089,383,801000,Construction,2023-12-08,2024-01-05,utilized
13063,SAN013063,DDO0089,399,764000,Procurement,2023-07-31,2023-08-23,utilized
13064,SAN013064,DDO0089,165,2532000,Maintenance,2023-11-08,2023-11-25,utilized
13065,SAN013065,DDO0089,378,1537000,Training,2023-07-24,2023-08-02,utilized
13066,SAN013066,DDO0089,148,1599000,Equipment,2023-07-16,2023-08-02,utilized
13067,SAN013067,DDO0089,148,528000,Infrastructure,2023-12-01,2023-12-28,utilized
13068,SAN013068,DDO0089,165,1385000,Welfare,2023-12-17,2023-12-28,utilized
13069,SAN013069,DDO0089,368,422000,Operations,2023-12-09,2024-01-04,utilized
13070,SAN013070,DDO0089,165,153000,Maintenance,2023-07-20,2023-08-23,utilized
13071,SAN013071,DDO0089,378,1105000,Services,2023-11-25,2023-12-08,utilized
13072,SAN013072,DDO0089,368,888000,Infrastructure,2023-05-19,2023-06-09,utilized
13073,SAN013073,DDO0089,118,1469000,Training,2023-08-01,2023-08-10,utilized
13074,SAN013074,DDO0089,60,1803000,Welfare,2023-11-25,2023-12-31,utilized
13075,SAN013075,DDO0089,383,346000,Infrastructure,2023-08-19,2023-09-24,utilized
13076,SAN013076,DDO0089,363,1588000,Construction,2023-06-22,2023-07-30,utilized
13077,SAN013077,DDO0089,451,1665000,Maintenance,2023-04-24,2023-05-28,utilized
13078,SAN013078,DDO0089,165,822000,Subsidies,2023-04-26,2023-05-11,utilized
13079,SAN013079,DDO0089,451,434000,Equipment,2023-09-01,2023-09-06,utilized
13080,SAN013080,DDO0089,451,1267000,Subsidies,2023-11-02,2023-11-27,utilized
13081,SAN013081,DDO0089,118,130000,Services,2023-11-22,2023-12-27,utilized
13082,SAN013082,DDO0089,363,2684000,Equipment,2023-11-15,2023-12-04,utilized
13083,SAN013083,DDO0089,368,807000,Welfare,2023-05-19,2023-05-28,utilized
13084,SAN013084,DDO0089,148,2409000,Infrastructure,2023-11-16,2023-12-19,utilized
13085,SAN013085,DDO0089,148,983000,Subsidies,2023-10-23,2023-12-02,utilized
13086,SAN013086,DDO0089,399,309000,Procurement,2023-08-16,,paid
13087,SAN013087,DDO0089,80,1008000,Operations,2023-10-03,2023-11-06,utilized
13088,SAN013088,DDO0089,80,3920000,Maintenance,2023-11-02,2023-12-04,utilized
13089,SAN013089,DDO0089,399,531000,Procurement,2023-12-31,2024-01-24,utilized
13090,SAN013090,DDO0089,383,635000,Operations,2023-07-18,,paid
13091,SAN013091,DDO0089,383,2656000,Operations,2023-04-14,2023-04-24,utilized
13092,SAN013092,DDO0089,80,2909000,Services,2023-06-18,2023-07-19,utilized
13093,SAN013093,DDO0089,383,399000,Training,2023-12-09,2023-12-15,utilized
13094,SAN013094,DDO0089,118,580000,Subsidies,2023-03-18,2023-03-28,utilized
13095,SAN013095,DDO0089,368,76000,Infrastructure,2023-12-24,2024-01-05,utilized
13096,SAN013096,DDO0089,451,1441000,Equipment,2023-08-15,2023-09-01,utilized
13097,SAN013097,DDO0089,60,1573000,Operations,2023-12-21,2024-01-16,utilized
13098,SAN013098,DDO0089,368,736000,Services,2023-10-21,2023-11-13,utilized
13099,SAN013099,DDO0089,60,3625000,Maintenance,2023-01-18,2023-02-18,utilized
13100,SAN013100,DDO0089,451,290000,Subsidies,2023-12-28,2024-01-17,utilized
13101,SAN013101,DDO0089,368,2186000,Procurement,2023-02-16,2023-03-15,utilized
13102,SAN013102,DDO0089,451,1242000,Subsidies,2023-12-07,2023-12-23,utilized
13103,SAN013103,DDO0089,378,3473000,Subsidies,2023-08-10,2023-08-16,utilized
13104,SAN013104,DDO0089,148,3570000,Equipment,2023-11-21,2023-11-25,utilized
13105,SAN013105,DDO0089,118,3806000,Procurement,2024-07-02,2024-07-06,utilized
13106,SAN013106,DDO0089,118,530000,Operations,2024-12-04,2024-12-20,utilized
13107,SAN013107,DDO0089,378,73000,Training,2024-10-23,2024-11-06,utilized
13108,SAN013108,DDO0089,451,230000,Infrastructure,2024-03-17,2024-03-30,utilized
13109,SAN013109,DDO0089,399,570000,Infrastructure,2024-08-11,2024-09-02,utilized
13110,SAN013110,DDO0089,148,150000,Equipment,2024-06-19,2024-07-11,utilized
13111,SAN013111,DDO0089,399,1200000,Operations,2024-04-11,2024-04-30,utilized
13112,SAN013112,DDO0089,80,227000,Infrastructure,2024-11-05,2024-12-11,utilized
13113,SAN013113,DDO0089,165,2156000,Welfare,2024-10-31,,paid
13114,SAN013114,DDO0089,399,1773000,Equipment,2024-07-01,,paid
13115,SAN013115,DDO0089,363,1179000,Equipment,2024-01-21,2024-01-30,utilized
13116,SAN013116,DDO0089,451,2992000,Procurement,2024-12-25,2025-02-03,utilized
13117,SAN013117,DDO0089,80,458000,Procurement,2024-12-31,2025-01-09,utilized
13118,SAN013118,DDO0089,148,955000,Welfare,2024-10-17,2024-11-12,utilized
13119,SAN013119,DDO0089,148,1924000,Construction,2024-09-15,2024-10-17,utilized
13120,SAN013120,DDO0089,165,1036000,Equipment,2024-11-04,2024-11-16,utilized
13121,SAN013121,DDO0089,165,730000,Equipment,2024-09-12,2024-10-19,utilized
13122,SAN013122,DDO0089,118,2452000,Procurement,2024-03-25,2024-05-02,utilized
13123,SAN013123,DDO0089,165,3005000,Services,2024-12-02,,paid
13124,SAN013124,DDO0089,368,1663000,Services,2024-06-12,2024-06-22,utilized
13125,SAN013125,DDO0089,451,2133000,Infrastructure,2024-12-28,2025-01-13,utilized
13126,SAN013126,DDO0089,165,70000,Infrastructure,2024-03-09,2024-04-14,utilized
13127,SAN013127,DDO0089,383,4001000,Equipment,2024-12-09,2025-01-09,utilized
13128,SAN013128,DDO0089,148,1388000,Operations,2024-04-20,2024-05-03,utilized
13129,SAN013129,DDO0089,368,1354000,Subsidies,2024-09-01,2024-09-25,utilized
13130,SAN013130,DDO0089,399,1366000,Construction,2024-11-11,2024-12-19,utilized
13131,SAN013131,DDO0089,363,1345000,Services,2024-12-06,2024-12-23,utilized
13132,SAN013132,DDO0089,165,400000,Infrastructure,2024-08-21,2024-09-14,utilized
13133,SAN013133,DDO0089,118,1216000,Construction,2024-10-21,2024-11-24,utilized
13134,SAN013134,DDO0089,118,1197000,Construction,2024-10-27,2024-11-12,utilized
13135,SAN013135,DDO0089,118,737000,Services,2024-01-08,2024-01-17,utilized
13136,SAN013136,DDO0089,118,826000,Services,2024-05-11,,paid
13137,SAN013137,DDO0089,368,1184000,Infrastructure,2024-11-22,2024-11-26,utilized
13138,SAN013138,DDO0089,148,3485000,Procurement,2024-11-23,2024-12-12,utilized
13139,SAN013139,DDO0089,383,1091000,Equipment,2024-11-02,2024-11-12,utilized
13140,SAN013140,DDO0089,399,2218000,Equipment,2024-10-12,2024-10-21,utilized
13141,SAN013141,DDO0089,399,2038000,Equipment,2024-05-08,2024-05-30,utilized
13142,SAN013142,DDO0089,363,1013000,Procurement,2024-09-05,2024-09-17,utilized
13143,SAN013143,DDO0089,80,277000,Equipment,2024-08-07,2024-08-23,utilized
13144,SAN013144,DDO0089,165,125000,Services,2024-06-26,2024-07-26,utilized
13145,SAN013145,DDO0089,118,466000,Operations,2024-07-05,2024-07-24,utilized
13146,SAN013146,DDO0089,60,102000,Maintenance,2024-12-07,2025-01-15,utilized
13147,SAN013147,DDO0089,148,3223000,Construction,2024-10-03,2024-10-12,utilized
13148,SAN013148,DDO0089,399,4185000,Welfare,2024-01-24,2024-02-11,utilized
13149,SAN013149,DDO0089,399,2680000,Training,2024-03-03,2024-04-06,utilized
13150,SAN013150,DDO0089,368,2429000,Training,2024-04-27,2024-05-28,utilized
13151,SAN013151,DDO0089,451,934000,Subsidies,2024-11-21,2024-12-04,utilized
13152,SAN013152,DDO0089,148,2166000,Training,2024-12-14,2025-01-23,utilized
13153,SAN013153,DDO0089,165,3254000,Infrastructure,2024-08-01,2024-08-22,utilized
13154,SAN013154,DDO0089,148,304000,Welfare,2024-12-18,2024-12-26,utilized
13155,SAN013155,DDO0089,383,2271000,Procurement,2024-05-11,2024-05-18,utilized
13156,SAN013156,DDO0089,60,2521000,Procurement,2024-11-11,2024-11-23,utilized
13157,SAN013157,DDO0089,118,1160000,Services,2024-04-27,,paid
13158,SAN013158,DDO0089,451,770000,Welfare,2024-06-18,2024-07-03,utilized
13159,SAN013159,DDO0089,363,1902000,Welfare,2024-06-07,2024-07-10,utilized
13160,SAN013160,DDO0089,60,1335000,Maintenance,2024-12-07,2025-01-09,utilized
13161,SAN013161,DDO0089,80,1058000,Infrastructure,2024-12-07,2024-12-30,utilized
13162,SAN013162,DDO0089,378,3958000,Training,2024-01-07,2024-01-16,utilized
13163,SAN013163,DDO0089,148,2364000,Equipment,2024-04-06,2024-04-26,utilized
13164,SAN013164,DDO0089,118,139000,Procurement,2024-08-03,,paid
13165,SAN013165,DDO0089,118,1392000,Procurement,2024-12-02,2024-12-14,utilized
13166,SAN013166,DDO0089,368,513000,Construction,2024-05-22,2024-06-07,utilized
13167,SAN013167,DDO0089,378,3424000,Operations,2024-05-13,2024-05-17,utilized
13168,SAN013168,DDO0089,60,2750000,Welfare,2024-08-02,2024-08-30,utilized
13169,SAN013169,DDO0089,451,622000,Procurement,2024-09-22,2024-10-21,utilized
13170,SAN013170,DDO0090,378,961000,Infrastructure,2022-12-15,2022-12-21,utilized
13171,SAN013171,DDO0090,185,1171000,Infrastructure,2022-11-03,2022-12-03,utilized
13172,SAN013172,DDO0090,439,2807000,Training,2022-05-30,2022-06-15,utilized
13173,SAN013173,DDO0090,378,2695000,Subsidies,2022-02-02,2022-02-10,utilized
13174,SAN013174,DDO0090,378,1256000,Operations,2022-01-16,2022-02-13,utilized
13175,SAN013175,DDO0090,258,367000,Training,2022-12-22,2023-01-13,utilized
13176,SAN013176,DDO0090,163,642000,Construction,2022-10-02,2022-11-04,utilized
13177,SAN013177,DDO0090,358,1248000,Construction,2022-07-20,2022-07-28,utilized
13178,SAN013178,DDO0090,454,780000,Construction,2022-11-24,2022-12-07,utilized
13179,SAN013179,DDO0090,358,708000,Welfare,2022-07-14,2022-08-01,utilized
13180,SAN013180,DDO0090,417,146000,Welfare,2022-12-13,2023-01-08,utilized
13181,SAN013181,DDO0090,163,248000,Welfare,2022-02-11,2022-03-16,utilized
13182,SAN013182,DDO0090,358,217000,Maintenance,2022-11-05,,paid
13183,SAN013183,DDO0090,163,212000,Construction,2022-12-16,2023-01-08,utilized
13184,SAN013184,DDO0090,258,540000,Maintenance,2022-12-13,2022-12-21,utilized
13185,SAN013185,DDO0090,401,2767000,Subsidies,2022-12-30,2023-01-07,utilized
13186,SAN013186,DDO0090,454,699000,Procurement,2022-12-05,2022-12-26,utilized
13187,SAN013187,DDO0090,378,2062000,Equipment,2022-07-13,2022-07-19,utilized
13188,SAN013188,DDO0090,417,1168000,Procurement,2022-05-13,2022-06-21,utilized
13189,SAN013189,DDO0090,163,1364000,Procurement,2022-10-03,2022-11-07,utilized
13190,SAN013190,DDO0090,439,2995000,Welfare,2022-08-03,2022-09-02,utilized
13191,SAN013191,DDO0090,378,2713000,Equipment,2022-12-15,2023-01-18,utilized
13192,SAN013192,DDO0090,185,1023000,Operations,2022-05-18,2022-05-29,utilized
13193,SAN013193,DDO0090,391,717000,Procurement,2022-12-16,2023-01-20,utilized
13194,SAN013194,DDO0090,454,1631000,Training,2022-10-21,2022-10-26,utilized
13195,SAN013195,DDO0090,454,754000,Maintenance,2022-11-22,2022-12-30,utilized
13196,SAN013196,DDO0090,185,991000,Services,2022-01-26,2022-02-06,utilized
13197,SAN013197,DDO0090,163,1433000,Training,2022-01-25,2022-02-09,utilized
13198,SAN013198,DDO0090,163,1951000,Infrastructure,2022-12-10,2023-01-02,utilized
13199,SAN013199,DDO0090,378,167000,Subsidies,2022-09-16,2022-10-26,utilized
13200,SAN013200,DDO0090,401,3201000,Infrastructure,2022-05-27,2022-06-19,utilized
