alert_id,tx_id,dept_id,alert_type,confidence_score,description,timestamp
493,5904,8,Phantom Utilization,0.93,Transaction SAN005904 marked paid but no utilization recorded within 30 days.,2023-12-06 00:00:00
494,5906,8,Phantom Utilization,0.92,Transaction SAN005906 marked paid but no utilization recorded within 30 days.,2024-01-11 00:00:00
495,5909,8,Phantom Utilization,0.84,Transaction SAN005909 marked paid but no utilization recorded within 30 days.,2024-01-22 00:00:00
496,5923,8,Phantom Utilization,0.93,Transaction SAN005923 marked paid but no utilization recorded within 30 days.,2023-07-14 00:00:00
497,5934,8,Phantom Utilization,0.85,Transaction SAN005934 marked paid but no utilization recorded within 30 days.,2025-02-04 00:00:00
498,5948,8,Phantom Utilization,0.94,Transaction SAN005948 marked paid but no utilization recorded within 30 days.,2025-01-02 00:00:00
499,5958,9,Phantom Utilization,0.96,Transaction SAN005958 marked paid but no utilization recorded within 30 days.,2023-01-28 00:00:00
500,5969,9,Phantom Utilization,0.93,Transaction SAN005969 marked paid but no utilization recorded within 30 days.,2022-05-29 00:00:00
501,5976,9,Phantom Utilization,0.93,Transaction SAN005976 marked paid but no utilization recorded within 30 days.,2022-09-17 00:00:00
502,5986,9,Phantom Utilization,0.92,Transaction SAN005986 marked paid but no utilization recorded within 30 days.,2022-11-14 00:00:00
503,5999,9,Phantom Utilization,0.87,Transaction SAN005999 marked paid but no utilization recorded within 30 days.,2022-12-16 00:00:00
504,6009,9,Phantom Utilization,0.86,Transaction SAN006009 marked paid but no utilization recorded within 30 days.,2023-01-09 00:00:00
505,6012,9,Phantom Utilization,0.93,Transaction SAN006012 marked paid but no utilization recorded within 30 days.,2023-05-27 00:00:00
506,6019,9,Phantom Utilization,0.96,Transaction SAN006019 marked paid but no utilization recorded within 30 days.,2023-08-29 00:00:00
507,6030,9,Phantom Utilization,0.86,Transaction SAN006030 marked paid but no utilization recorded within 30 days.,2024-02-04 00:00:00
508,6032,9,Phantom Utilization,0.91,Transaction SAN006032 marked paid but no utilization recorded within 30 days.,2024-01-09 00:00:00
509,6039,9,Phantom Utilization,0.86,Transaction SAN006039 marked paid but no utilization recorded within 30 days.,2024-01-28 00:00:00
510,6046,9,Phantom Utilization,0.95,Transaction SAN006046 marked paid but no utilization recorded within 30 days.,2023-12-12 00:00:00
511,6069,9,Phantom Utilization,0.87,Transaction SAN006069 marked paid but no utilization recorded within 30 days.,2024-10-22 00:00:00
512,6080,9,Phantom Utilization,0.93,Transaction SAN006080 marked paid but no utilization recorded within 30 days.,2024-09-03 00:00:00
513,6083,9,Phantom Utilization,0.95,Transaction SAN006083 marked paid but no utilization recorded within 30 days.,2024-12-30 00:00:00
514,6084,9,Phantom Utilization,0.94,Transaction SAN006084 marked paid but no utilization recorded within 30 days.,2024-09-16 00:00:00
515,6100,9,Phantom Utilization,0.93,Transaction SAN006100 marked paid but no utilization recorded within 30 days.,2024-07-25 00:00:00
516,6102,9,Phantom Utilization,0.92,Transaction SAN006102 marked paid but no utilization recorded within 30 days.,2024-05-09 00:00:00
517,6103,9,Phantom Utilization,0.85,Transaction SAN006103 marked paid but no utilization recorded within 30 days.,2024-06-17 00:00:00
518,6107,9,Phantom Utilization,0.95,Transaction SAN006107 marked paid but no utilization recorded within 30 days.,2025-02-04 00:00:00
519,6121,9,Phantom Utilization,0.94,Transaction SAN006121 marked paid but no utilization recorded within 30 days.,2022-12-12 00:00:00
520,6136,9,Phantom Utilization,0.95,Transaction SAN006136 marked paid but no utilization recorded within 30 days.,2023-01-17 00:00:00
521,6137,9,Phantom Utilization,0.86,Transaction SAN006137 marked paid but no utilization recorded within 30 days.,2022-11-14 00:00:00
522,6190,9,Phantom Utilization,0.89,Transaction SAN006190 marked paid but no utilization recorded within 30 days.,2023-05-03 00:00:00
523,6192,9,Phantom Utilization,0.9,Transaction SAN006192 marked paid but no utilization recorded within 30 days.,2023-10-13 00:00:00
524,6201,9,Phantom Utilization,0.96,Transaction SAN006201 marked paid but no utilization recorded within 30 days.,2023-09-21 00:00:00
525,6202,9,Phantom Utilization,0.94,Transaction SAN006202 marked paid but no utilization recorded within 30 days.,2024-01-18 00:00:00
526,6208,9,Phantom Utilization,0.9,Transaction SAN006208 marked paid but no utilization recorded within 30 days.,2024-01-20 00:00:00
527,6220,9,Phantom Utilization,0.89,Transaction SAN006220 marked paid but no utilization recorded within 30 days.,2023-10-23 00:00:00
528,6226,9,Phantom Utilization,0.95,Transaction SAN006226 marked paid but no utilization recorded within 30 days.,2024-01-18 00:00:00
529,6227,9,Phantom Utilization,0.89,Transaction SAN006227 marked paid but no utilization recorded within 30 days.,2023-11-06 00:00:00
530,6255,9,Phantom Utilization,0.92,Transaction SAN006255 marked paid but no utilization recorded within 30 days.,2024-12-15 00:00:00
531,6272,9,Phantom Utilization,0.9,Transaction SAN006272 marked paid but no utilization recorded within 30 days.,2024-10-05 00:00:00
532,6285,9,Phantom Utilization,0.94,Transaction SAN006285 marked paid but no utilization recorded within 30 days.,2022-03-10 00:00:00
533,6287,9,Phantom Utilization,0.87,Transaction SAN006287 marked paid but no utilization recorded within 30 days.,2022-10-19 00:00:00
534,6288,9,Phantom Utilization,0.95,Transaction SAN006288 marked paid but no utilization recorded within 30 days.,2022-06-06 00:00:00
535,6290,9,Phantom Utilization,0.94,Transaction SAN006290 marked paid but no utilization recorded within 30 days.,2022-09-16 00:00:00
536,6305,9,Phantom Utilization,0.9,Transaction SAN006305 marked paid but no utilization recorded within 30 days.,2022-11-18 00:00:00
537,6325,9,Phantom Utilization,0.93,Transaction SAN006325 marked paid but no utilization recorded within 30 days.,2023-10-17 00:00:00
538,6326,9,Phantom Utilization,0.93,Transaction SAN006326 marked paid but no utilization recorded within 30 days.,2023-08-02 00:00:00
539,6345,9,Phantom Utilization,0.92,Transaction SAN006345 marked paid but no utilization recorded within 30 days.,2024-02-01 00:00:00
540,6355,9,Phantom Utilization,0.88,Transaction SAN006355 marked paid but no utilization recorded within 30 days.,2023-12-16 00:00:00
541,6369,9,Phantom Utilization,0.86,Transaction SAN006369 marked paid but no utilization recorded within 30 days.,2025-01-30 00:00:00
542,6396,9,Phantom Utilization,0.92,Transaction SAN006396 marked paid but no utilization recorded within 30 days.,2024-04-25 00:00:00
543,6403,9,Phantom Utilization,0.94,Transaction SAN006403 marked paid but no utilization recorded within 30 days.,2024-06-24 00:00:00
544,6413,9,Phantom Utilization,0.91,Transaction SAN006413 marked paid but no utilization recorded within 30 days.,2023-02-03 00:00:00
545,6431,9,Phantom Utilization,0.94,Transaction SAN006431 marked paid but no utilization recorded within 30 days.,2022-07-08 00:00:00
546,6441,9,Phantom Utilization,0.95,Transaction SAN006441 marked paid but no utilization recorded within 30 days.,2022-08-14 00:00:00
547,6478,9,Phantom Utilization,0.94,Transaction SAN006478 marked paid but no utilization recorded within 30 days.,2023-10-09 00:00:00
548,6494,9,Phantom Utilization,0.91,Transaction SAN006494 marked paid but no utilization recorded within 30 days.,2023-12-21 00:00:00
549,6518,9,Phantom Utilization,0.88,Transaction SAN006518 marked paid but no utilization recorded within 30 days.,2025-01-30 00:00:00
550,6537,9,Phantom Utilization,0.93,Transaction SAN006537 marked paid but no utilization recorded within 30 days.,2025-01-07 00:00:00
551,6542,9,Phantom Utilization,0.88,Transaction SAN006542 marked paid but no utilization recorded within 30 days.,2025-01-06 00:00:00
552,6543,9,Phantom Utilization,0.87,Transaction SAN006543 marked paid but no utilization recorded within 30 days.,2024-10-18 00:00:00
553,6547,9,Phantom Utilization,0.85,Transaction SAN006547 marked paid but no utilization recorded within 30 days.,2022-06-30 00:00:00
554,6553,9,Phantom Utilization,0.9,Transaction SAN006553 marked paid but no utilization recorded within 30 days.,2022-09-30 00:00:00
555,6557,9,Phantom Utilization,0.89,Transaction SAN006557 marked paid but no utilization recorded within 30 days.,2022-12-24 00:00:00
556,6564,9,Phantom Utilization,0.95,Transaction SAN006564 marked paid but no utilization recorded within 30 days.,2023-01-13 00:00:00
557,6587,9,Phantom Utilization,0.93,Transaction SAN006587 marked paid but no utilization recorded within 30 days.,2023-01-07 00:00:00
558,6588,9,Phantom Utilization,0.85,Transaction SAN006588 marked paid but no utilization recorded within 30 days.,2022-10-07 00:00:00
559,6590,9,Phantom Utilization,0.87,Transaction SAN006590 marked paid but no utilization recorded within 30 days.,2022-02-08 00:00:00
560,6591,9,Phantom Utilization,0.95,Transaction SAN006591 marked paid but no utilization recorded within 30 days.,2022-03-23 00:00:00
561,6612,9,Phantom Utilization,0.88,Transaction SAN006612 marked paid but no utilization recorded within 30 days.,2024-01-25 00:00:00
562,6632,9,Phantom Utilization,0.87,Transaction SAN006632 marked paid but no utilization recorded within 30 days.,2025-01-16 00:00:00
563,6637,9,Phantom Utilization,0.95,Transaction SAN006637 marked paid but no utilization recorded within 30 days.,2024-04-12 00:00:00
564,6642,9,Phantom Utilization,0.84,Transaction SAN006642 marked paid but no utilization recorded within 30 days.,2025-02-01 00:00:00
565,6669,9,Phantom Utilization,0.94,Transaction SAN006669 marked paid but no utilization recorded within 30 days.,2022-07-03 00:00:00
566,6670,9,Phantom Utilization,0.92,Transaction SAN006670 marked paid but no utilization recorded within 30 days.,2022-10-20 00:00:00
567,6686,9,Phantom Utilization,0.85,Transaction SAN006686 marked paid but no utilization recorded within 30 days.,2022-04-15 00:00:00
568,6687,9,Phantom Utilization,0.93,Transaction SAN006687 marked paid but no utilization recorded within 30 days.,2022-10-29 00:00:00
569,6706,9,Phantom Utilization,0.88,Transaction SAN006706 marked paid but no utilization recorded within 30 days.,2024-01-07 00:00:00
570,6711,9,Phantom Utilization,0.96,Transaction SAN006711 marked paid but no utilization recorded within 30 days.,2023-10-28 00:00:00
571,6728,9,Phantom Utilization,0.87,Transaction SAN006728 marked paid but no utilization recorded within 30 days.,2023-11-17 00:00:00
572,6732,9,Phantom Utilization,0.85,Transaction SAN006732 marked paid but no utilization recorded within 30 days.,2024-02-03 00:00:00
573,6733,9,Phantom Utilization,0.87,Transaction SAN006733 marked paid but no utilization recorded within 30 days.,2023-08-29 00:00:00
574,6762,9,Phantom Utilization,0.93,Transaction SAN006762 marked paid but no utilization recorded within 30 days.,2024-10-08 00:00:00
575,6783,9,Phantom Utilization,0.87,Transaction SAN006783 marked paid but no utilization recorded within 30 days.,2024-12-31 00:00:00
576,6785,9,Phantom Utilization,0.84,Transaction SAN006785 marked paid but no utilization recorded within 30 days.,2025-01-24 00:00:00
577,6793,10,Phantom Utilization,0.89,Transaction SAN006793 marked paid but no utilization recorded within 30 days.,2022-08-05 00:00:00
578,6825,10,Phantom Utilization,0.91,Transaction SAN006825 marked paid but no utilization recorded within 30 days.,2023-09-22 00:00:00
579,6856,10,Phantom Utilization,0.86,Transaction SAN006856 marked paid but no utilization recorded within 30 days.,2024-04-24 00:00:00
580,6860,10,Phantom Utilization,0.93,Transaction SAN006860 marked paid but no utilization recorded within 30 days.,2025-01-21 00:00:00
581,6863,10,Phantom Utilization,0.88,Transaction SAN006863 marked paid but no utilization recorded within 30 days.,2024-07-16 00:00:00
582,6865,10,Phantom Utilization,0.92,Transaction SAN006865 marked paid but no utilization recorded within 30 days.,2024-07-07 00:00:00
583,6872,10,Phantom Utilization,0.86,Transaction SAN006872 marked paid but no utilization recorded within 30 days.,2025-01-27 00:00:00
584,6882,10,Phantom Utilization,0.87,Transaction SAN006882 marked paid but no utilization recorded within 30 days.,2024-06-28 00:00:00
585,6888,10,Phantom Utilization,0.9,Transaction SAN006888 marked paid but no utilization recorded within 30 days.,2025-01-16 00:00:00
586,6889,10,Phantom Utilization,0.91,Transaction SAN006889 marked paid but no utilization recorded within 30 days.,2024-10-02 00:00:00
587,6892,10,Phantom Utilization,0.89,Transaction SAN006892 marked paid but no utilization recorded within 30 days.,2025-01-31 00:00:00
588,6901,10,Phantom Utilization,0.88,Transaction SAN006901 marked paid but no utilization recorded within 30 days.,2024-12-08 00:00:00
589,6938,10,Phantom Utilization,0.89,Transaction SAN006938 marked paid but no utilization recorded within 30 days.,2022-07-13 00:00:00
590,6954,10,Phantom Utilization,0.88,Transaction SAN006954 marked paid but no utilization recorded within 30 days.,2022-08-02 00:00:00
591,6981,10,Phantom Utilization,0.94,Transaction SAN006981 marked paid but no utilization recorded within 30 days.,2024-01-21 00:00:00
592,6999,10,Phantom Utilization,0.9,Transaction SAN006999 marked paid but no utilization recorded within 30 days.,2023-05-24 00:00:00
593,7010,10,Phantom Utilization,0.86,Transaction SAN007010 marked paid but no utilization recorded within 30 days.,2023-07-06 00:00:00
594,7018,10,Phantom Utilization,0.85,Transaction SAN007018 marked paid but no utilization recorded within 30 days.,2023-12-24 00:00:00
595,7020,10,Phantom Utilization,0.88,Transaction SAN007020 marked paid but no utilization recorded within 30 days.,2024-01-05 00:00:00
596,7026,10,Phantom Utilization,0.88,Transaction SAN007026 marked paid but no utilization recorded within 30 days.,2025-01-09 00:00:00
597,7029,10,Phantom Utilization,0.9,Transaction SAN007029 marked paid but no utilization recorded within 30 days.,2024-08-18 00:00:00
598,7033,10,Phantom Utilization,0.88,Transaction SAN007033 marked paid but no utilization recorded within 30 days.,2024-12-06 00:00:00
599,7034,10,Phantom Utilization,0.89,Transaction SAN007034 marked paid but no utilization recorded within 30 days.,2024-11-11 00:00:00
600,7036,10,Phantom Utilization,0.91,Transaction SAN007036 marked paid but no utilization recorded within 30 days.,2024-04-14 00:00:00
601,7038,10,Phantom Utilization,0.89,Transaction SAN007038 marked paid but no utilization recorded within 30 days.,2024-11-24 00:00:00
602,7047,10,Phantom Utilization,0.84,Transaction SAN007047 marked paid but no utilization recorded within 30 days.,2024-08-15 00:00:00
603,7081,10,Phantom Utilization,0.93,Transaction SAN007081 marked paid but no utilization recorded within 30 days.,2022-08-27 00:00:00
604,7088,10,Phantom Utilization,0.9,Transaction SAN007088 marked paid but no utilization recorded within 30 days.,2022-11-19 00:00:00
605,7111,10,Phantom Utilization,0.85,Transaction SAN007111 marked paid but no utilization recorded within 30 days.,2023-01-20 00:00:00
606,7112,10,Phantom Utilization,0.86,Transaction SAN007112 marked paid but no utilization recorded within 30 days.,2022-10-17 00:00:00
607,7118,10,Phantom Utilization,0.86,Transaction SAN007118 marked paid but no utilization recorded within 30 days.,2022-08-10 00:00:00
608,7120,10,Phantom Utilization,0.88,Transaction SAN007120 marked paid but no utilization recorded within 30 days.,2023-01-03 00:00:00
609,7125,10,Phantom Utilization,0.85,Transaction SAN007125 marked paid but no utilization recorded within 30 days.,2022-12-20 00:00:00
610,7163,10,Phantom Utilization,0.85,Transaction SAN007163 marked paid but no utilization recorded within 30 days.,2024-01-20 00:00:00
611,7180,10,Phantom Utilization,0.84,Transaction SAN007180 marked paid but no utilization recorded within 30 days.,2023-11-12 00:00:00
612,7187,10,Phantom Utilization,0.84,Transaction SAN007187 marked paid but no utilization recorded within 30 days.,2023-12-09 00:00:00
613,7188,10,Phantom Utilization,0.9,Transaction SAN007188 marked paid but no utilization recorded within 30 days.,2024-01-18 00:00:00
614,7192,10,Phantom Utilization,0.93,Transaction SAN007192 marked paid but no utilization recorded within 30 days.,2023-07-06 00:00:00
615,7212,10,Phantom Utilization,0.89,Transaction SAN007212 marked paid but no utilization recorded within 30 days.,2024-04-11 00:00:00
616,7215,10,Phantom Utilization,0.93,Transaction SAN007215 marked paid but no utilization recorded within 30 days.,2024-11-11 00:00:00
617,7246,10,Phantom Utilization,0.86,Transaction SAN007246 marked paid but no utilization recorded within 30 days.,2024-12-17 00:00:00
618,7257,10,Phantom Utilization,0.93,Transaction SAN007257 marked paid but no utilization recorded within 30 days.,2024-12-26 00:00:00
619,7276,10,Phantom Utilization,0.85,Transaction SAN007276 marked paid but no utilization recorded within 30 days.,2022-11-28 00:00:00
620,7281,10,Phantom Utilization,0.96,Transaction SAN007281 marked paid but no utilization recorded within 30 days.,2022-06-07 00:00:00
621,7284,10,Phantom Utilization,0.85,Transaction SAN007284 marked paid but no utilization recorded within 30 days.,2022-06-30 00:00:00
622,7287,10,Phantom Utilization,0.95,Transaction SAN007287 marked paid but no utilization recorded within 30 days.,2022-05-18 00:00:00
623,7303,10,Phantom Utilization,0.89,Transaction SAN007303 marked paid but no utilization recorded within 30 days.,2022-03-11 00:00:00
624,7339,10,Phantom Utilization,0.85,Transaction SAN007339 marked paid but no utilization recorded within 30 days.,2022-12-11 00:00:00
625,7342,10,Phantom Utilization,0.88,Transaction SAN007342 marked paid but no utilization recorded within 30 days.,2023-10-16 00:00:00
626,7351,10,Phantom Utilization,0.88,Transaction SAN007351 marked paid but no utilization recorded within 30 days.,2023-07-30 00:00:00
627,7385,10,Phantom Utilization,0.87,Transaction SAN007385 marked paid but no utilization recorded within 30 days.,2024-05-28 00:00:00
628,7431,10,Phantom Utilization,0.84,Transaction SAN007431 marked paid but no utilization recorded within 30 days.,2022-11-23 00:00:00
629,7441,10,Phantom Utilization,0.84,Transaction SAN007441 marked paid but no utilization recorded within 30 days.,2023-05-08 00:00:00
630,7460,10,Phantom Utilization,0.95,Transaction SAN007460 marked paid but no utilization recorded within 30 days.,2024-01-18 00:00:00
631,7493,10,Phantom Utilization,0.85,Transaction SAN007493 marked paid but no utilization recorded within 30 days.,2024-12-29 00:00:00
632,7496,10,Phantom Utilization,0.91,Transaction SAN007496 marked paid but no utilization recorded within 30 days.,2025-02-03 00:00:00
633,7503,10,Phantom Utilization,0.9,Transaction SAN007503 marked paid but no utilization recorded within 30 days.,2025-02-03 00:00:00
634,7506,10,Phantom Utilization,0.9,Transaction SAN007506 marked paid but no utilization recorded within 30 days.,2025-01-23 00:00:00
635,7519,10,Phantom Utilization,0.88,Transaction SAN007519 marked paid but no utilization recorded within 30 days.,2024-12-25 00:00:00
636,7536,10,Phantom Utilization,0.86,Transaction SAN007536 marked paid but no utilization recorded within 30 days.,2022-07-11 00:00:00
637,7542,10,Phantom Utilization,0.85,Transaction SAN007542 marked paid but no utilization recorded within 30 days.,2022-08-15 00:00:00
638,7558,10,Phantom Utilization,0.88,Transaction SAN007558 marked paid but no utilization recorded within 30 days.,2022-07-15 00:00:00
639,7560,10,Phantom Utilization,0.95,Transaction SAN007560 marked paid but no utilization recorded within 30 days.,2024-02-02 00:00:00
640,7564,10,Phantom Utilization,0.9,Transaction SAN007564 marked paid but no utilization recorded within 30 days.,2023-10-02 00:00:00
641,7569,10,Phantom Utilization,0.9,Transaction SAN007569 marked paid but no utilization recorded within 30 days.,2023-11-15 00:00:00
642,7575,10,Phantom Utilization,0.87,Transaction SAN007575 marked paid but no utilization recorded within 30 days.,2023-05-05 00:00:00
643,7602,10,Phantom Utilization,0.96,Transaction SAN007602 marked paid but no utilization recorded within 30 days.,2023-10-18 00:00:00
644,7606,10,Phantom Utilization,0.96,Transaction SAN007606 marked paid but no utilization recorded within 30 days.,2023-10-05 00:00:00
645,7607,10,Phantom Utilization,0.89,Transaction SAN007607 marked paid but no utilization recorded within 30 days.,2023-11-20 00:00:00
646,7620,10,Phantom Utilization,0.95,Transaction SAN007620 marked paid but no utilization recorded within 30 days.,2024-08-20 00:00:00
647,7627,10,Phantom Utilization,0.95,Transaction SAN007627 marked paid but no utilization recorded within 30 days.,2024-08-10 00:00:00
648,7629,10,Phantom Utilization,0.91,Transaction SAN007629 marked paid but no utilization recorded within 30 days.,2024-03-31 00:00:00
649,7649,10,Phantom Utilization,0.87,Transaction SAN007649 marked paid but no utilization recorded within 30 days.,2024-09-08 00:00:00
650,7657,10,Phantom Utilization,0.87,Transaction SAN007657 marked paid but no utilization recorded within 30 days.,2024-04-28 00:00:00
651,7666,10,Phantom Utilization,0.95,Transaction SAN007666 marked paid but no utilization recorded within 30 days.,2022-12-31 00:00:00
652,7686,10,Phantom Utilization,0.85,Transaction SAN007686 marked paid but no utilization recorded within 30 days.,2022-03-17 00:00:00
653,7696,10,Phantom Utilization,0.89,Transaction SAN007696 marked paid but no utilization recorded within 30 days.,2022-12-31 00:00:00
654,7698,10,Phantom Utilization,0.95,Transaction SAN007698 marked paid but no utilization recorded within 30 days.,2022-12-09 00:00:00
655,7716,10,Phantom Utilization,0.92,Transaction SAN007716 marked paid but no utilization recorded within 30 days.,2023-08-13 00:00:00
656,7722,10,Phantom Utilization,0.94,Transaction SAN007722 marked paid but no utilization recorded within 30 days.,2024-01-06 00:00:00
657,7744,10,Phantom Utilization,0.9,Transaction SAN007744 marked paid but no utilization recorded within 30 days.,2023-10-22 00:00:00
658,7759,10,Phantom Utilization,0.92,Transaction SAN007759 marked paid but no utilization recorded within 30 days.,2024-04-22 00:00:00
659,7787,10,Phantom Utilization,0.94,Transaction SAN007787 marked paid but no utilization recorded within 30 days.,2024-11-04 00:00:00
660,7788,10,Phantom Utilization,0.96,Transaction SAN007788 marked paid but no utilization recorded within 30 days.,2024-11-01 00:00:00
661,7791,10,Phantom Utilization,0.86,Transaction SAN007791 marked paid but no utilization recorded within 30 days.,2024-12-08 00:00:00
662,7804,11,Phantom Utilization,0.89,Transaction SAN007804 marked paid but no utilization recorded within 30 days.,2022-10-17 00:00:00
663,7807,11,Phantom Utilization,0.87,Transaction SAN007807 marked paid but no utilization recorded within 30 days.,2023-01-13 00:00:00
664,7814,11,Phantom Utilization,0.95,Transaction SAN007814 marked paid but no utilization recorded within 30 days.,2022-08-25 00:00:00
665,7821,11,Phantom Utilization,0.85,Transaction SAN007821 marked paid but no utilization recorded within 30 days.,2022-12-20 00:00:00
666,7822,11,Phantom Utilization,0.85,Transaction SAN007822 marked paid but no utilization recorded within 30 days.,2022-12-13 00:00:00
667,7861,11,Phantom Utilization,0.96,Transaction SAN007861 marked paid but no utilization recorded within 30 days.,2023-04-18 00:00:00
668,7863,11,Phantom Utilization,0.86,Transaction SAN007863 marked paid but no utilization recorded within 30 days.,2023-11-30 00:00:00
669,7878,11,Phantom Utilization,0.91,Transaction SAN007878 marked paid but no utilization recorded within 30 days.,2024-12-24 00:00:00
670,7898,11,Phantom Utilization,0.9,Transaction SAN007898 marked paid but no utilization recorded within 30 days.,2025-01-03 00:00:00
671,7899,11,Phantom Utilization,0.86,Transaction SAN007899 marked paid but no utilization recorded within 30 days.,2024-11-08 00:00:00
672,7925,11,Phantom Utilization,0.86,Transaction SAN007925 marked paid but no utilization recorded within 30 days.,2024-06-27 00:00:00
673,7927,11,Phantom Utilization,0.92,Transaction SAN007927 marked paid but no utilization recorded within 30 days.,2024-11-09 00:00:00
674,7940,11,Phantom Utilization,0.86,Transaction SAN007940 marked paid but no utilization recorded within 30 days.,2024-08-16 00:00:00
675,7985,11,Phantom Utilization,0.85,Transaction SAN007985 marked paid but no utilization recorded within 30 days.,2022-08-27 00:00:00
676,8011,11,Phantom Utilization,0.86,Transaction SAN008011 marked paid but no utilization recorded within 30 days.,2023-12-13 00:00:00
677,8017,11,Phantom Utilization,0.88,Transaction SAN008017 marked paid but no utilization recorded within 30 days.,2024-01-28 00:00:00
678,8039,11,Phantom Utilization,0.86,Transaction SAN008039 marked paid but no utilization recorded within 30 days.,2024-12-15 00:00:00
679,8040,11,Phantom Utilization,0.93,Transaction SAN008040 marked paid but no utilization recorded within 30 days.,2024-12-17 00:00:00
680,8050,11,Phantom Utilization,0.85,Transaction SAN008050 marked paid but no utilization recorded within 30 days.,2024-11-22 00:00:00
681,8053,11,Phantom Utilization,0.92,Transaction SAN008053 marked paid but no utilization recorded within 30 days.,2025-01-26 00:00:00
682,8060,11,Phantom Utilization,0.86,Transaction SAN008060 marked paid but no utilization recorded within 30 days.,2025-01-07 00:00:00
683,8084,11,Phantom Utilization,0.87,Transaction SAN008084 marked paid but no utilization recorded within 30 days.,2024-05-15 00:00:00
684,8089,11,Phantom Utilization,0.88,Transaction SAN008089 marked paid but no utilization recorded within 30 days.,2023-01-28 00:00:00
685,8109,11,Phantom Utilization,0.91,Transaction SAN008109 marked paid but no utilization recorded within 30 days.,2022-05-12 00:00:00
686,8112,11,Phantom Utilization,0.91,Transaction SAN008112 marked paid but no utilization recorded within 30 days.,2022-07-13 00:00:00
687,8115,11,Phantom Utilization,0.9,Transaction SAN008115 marked paid but no utilization recorded within 30 days.,2022-12-30 00:00:00
688,8124,11,Phantom Utilization,0.91,Transaction SAN008124 marked paid but no utilization recorded within 30 days.,2022-09-06 00:00:00
689,8138,11,Phantom Utilization,0.88,Transaction SAN008138 marked paid but no utilization recorded within 30 days.,2022-08-04 00:00:00
690,8153,11,Phantom Utilization,0.9,Transaction SAN008153 marked paid but no utilization recorded within 30 days.,2023-07-06 00:00:00
691,8168,11,Phantom Utilization,0.92,Transaction SAN008168 marked paid but no utilization recorded within 30 days.,2024-02-04 00:00:00
692,8172,11,Phantom Utilization,0.89,Transaction SAN008172 marked paid but no utilization recorded within 30 days.,2023-07-16 00:00:00
693,8198,11,Phantom Utilization,0.95,Transaction SAN008198 marked paid but no utilization recorded within 30 days.,2023-02-06 00:00:00
694,8205,11,Phantom Utilization,0.95,Transaction SAN008205 marked paid but no utilization recorded within 30 days.,2023-03-02 00:00:00
695,8223,11,Phantom Utilization,0.94,Transaction SAN008223 marked paid but no utilization recorded within 30 days.,2024-10-12 00:00:00
696,8225,11,Phantom Utilization,0.93,Transaction SAN008225 marked paid but no utilization recorded within 30 days.,2025-01-11 00:00:00
697,8236,11,Phantom Utilization,0.92,Transaction SAN008236 marked paid but no utilization recorded within 30 days.,2024-12-31 00:00:00
698,8248,11,Phantom Utilization,0.9,Transaction SAN008248 marked paid but no utilization recorded within 30 days.,2024-11-14 00:00:00
699,8258,11,Phantom Utilization,0.94,Transaction SAN008258 marked paid but no utilization recorded within 30 days.,2025-01-25 00:00:00
700,8288,11,Phantom Utilization,0.87,Transaction SAN008288 marked paid but no utilization recorded within 30 days.,2022-07-10 00:00:00
701,8294,11,Phantom Utilization,0.89,Transaction SAN008294 marked paid but no utilization recorded within 30 days.,2022-05-21 00:00:00
702,8296,11,Phantom Utilization,0.93,Transaction SAN008296 marked paid but no utilization recorded within 30 days.,2022-12-15 00:00:00
703,8306,11,Phantom Utilization,0.84,Transaction SAN008306 marked paid but no utilization recorded within 30 days.,2023-09-05 00:00:00
704,8311,11,Phantom Utilization,0.89,Transaction SAN008311 marked paid but no utilization recorded within 30 days.,2023-03-19 00:00:00
705,8329,11,Phantom Utilization,0.96,Transaction SAN008329 marked paid but no utilization recorded within 30 days.,2024-01-13 00:00:00
706,8334,11,Phantom Utilization,0.95,Transaction SAN008334 marked paid but no utilization recorded within 30 days.,2023-08-21 00:00:00
707,8346,11,Phantom Utilization,0.94,Transaction SAN008346 marked paid but no utilization recorded within 30 days.,2023-09-22 00:00:00
708,8348,11,Phantom Utilization,0.91,Transaction SAN008348 marked paid but no utilization recorded within 30 days.,2024-01-29 00:00:00
709,8378,11,Phantom Utilization,0.95,Transaction SAN008378 marked paid but no utilization recorded within 30 days.,2024-05-07 00:00:00
710,8383,11,Phantom Utilization,0.96,Transaction SAN008383 marked paid but no utilization recorded within 30 days.,2024-09-27 00:00:00
711,8390,11,Phantom Utilization,0.94,Transaction SAN008390 marked paid but no utilization recorded within 30 days.,2023-01-13 00:00:00
712,8417,11,Phantom Utilization,0.88,Transaction SAN008417 marked paid but no utilization recorded within 30 days.,2022-03-22 00:00:00
713,8430,11,Phantom Utilization,0.89,Transaction SAN008430 marked paid but no utilization recorded within 30 days.,2022-07-27 00:00:00
714,8453,11,Phantom Utilization,0.92,Transaction SAN008453 marked paid but no utilization recorded within 30 days.,2023-10-13 00:00:00
715,8457,11,Phantom Utilization,0.96,Transaction SAN008457 marked paid but no utilization recorded within 30 days.,2023-12-24 00:00:00
716,8460,11,Phantom Utilization,0.89,Transaction SAN008460 marked paid but no utilization recorded within 30 days.,2023-10-21 00:00:00
717,8474,11,Phantom Utilization,0.96,Transaction SAN008474 marked paid but no utilization recorded within 30 days.,2025-01-10 00:00:00
