id,scheme_id,district,fiscal_year,quarter,planned_amount_lakhs,actual_disbursed_lakhs,planned_beneficiaries,actual_beneficiaries,disbursement_date,mode
969,7,Raigad,2024-25,1,24.8137,0.83,1944,64,2024-03-10,Physical
970,7,Raigad,2024-25,2,24.8137,0.99,1944,77,2024-06-16,Physical
971,7,Raigad,2024-25,3,24.8137,1.36,1944,106,2024-09-27,Physical
972,7,Raigad,2024-25,4,24.8137,1.99,1944,155,2024-12-25,Physical
973,7,Ratnagiri,2024-25,1,23.3025,0.7,1944,58,2024-03-24,Physical
974,7,Ratnagiri,2024-25,2,23.3025,0.93,1944,77,2024-06-12,Physical
975,7,Ratnagiri,2024-25,3,23.3025,1.19,1944,99,2024-09-17,Physical
976,7,Ratnagiri,2024-25,4,23.3025,1.75,1944,145,2024-12-18,Physical
977,7,Sangli,2024-25,1,21.9781,0.62,1944,54,2024-03-24,Physical
978,7,Sangli,2024-25,2,21.9781,0.9,1944,79,2024-06-25,Physical
979,7,Sangli,2024-25,3,21.9781,1.12,1944,98,2024-09-13,Physical
980,7,Sangli,2024-25,4,21.9781,1.8,1944,158,2024-12-18,Physical
981,7,Satara,2024-25,1,25.9327,0.85,1944,63,2024-03-21,Physical
982,7,Satara,2024-25,2,25.9327,1.05,1944,78,2024-06-11,Physical
983,7,Satara,2024-25,3,25.9327,1.4,1944,104,2024-09-24,Physical
984,7,Satara,2024-25,4,25.9327,2.1,1944,157,2024-12-23,Physical
985,7,Sindhudurg,2024-25,1,21.0983,0.7,1944,64,2024-03-17,Physical
986,7,Sindhudurg,2024-25,2,21.0983,0.79,1944,73,2024-06-11,Physical
987,7,Sindhudurg,2024-25,3,21.0983,1.04,1944,95,2024-09-21,Physical
988,7,Sindhudurg,2024-25,4,21.0983,1.87,1944,172,2024-12-12,Physical
989,7,Solapur,2024-25,1,23.5177,0.81,1944,66,2024-03-17,Physical
990,7,Solapur,2024-25,2,23.5177,0.86,1944,70,2024-06-28,Physical
991,7,Solapur,2024-25,3,23.5177,1.24,1944,102,2024-09-23,Physical
992,7,Solapur,2024-25,4,23.5177,1.69,1944,139,2024-12-14,Physical
993,7,Thane,2024-25,1,26.0027,0.85,1944,63,2024-03-11,Physical
994,7,Thane,2024-25,2,26.0027,1.06,1944,79,2024-06-27,Physical
995,7,Thane,2024-25,3,26.0027,1.21,1944,90,2024-09-27,Physical
996,7,Thane,2024-25,4,26.0027,1.87,1944,140,2024-12-19,Physical
997,7,Wardha,2024-25,1,22.4416,0.63,1944,54,2024-03-26,Physical
998,7,Wardha,2024-25,2,22.4416,1.03,1944,89,2024-06-13,Physical
999,7,Wardha,2024-25,3,22.4416,1.0,1944,86,2024-09-23,Physical
1000,7,Wardha,2024-25,4,22.4416,2.02,1944,175,2024-12-18,Physical
1001,7,Washim,2024-25,1,26.5934,0.71,1944,51,2024-03-14,Physical
1002,7,Washim,2024-25,2,26.5934,0.98,1944,71,2024-06-20,Physical
1003,7,Washim,2024-25,3,26.5934,1.46,1944,106,2024-09-22,Physical
1004,7,Washim,2024-25,4,26.5934,2.12,1944,155,2024-12-28,Physical
1005,7,Yavatmal,2024-25,1,24.9071,0.78,1944,60,2024-03-22,Physical
1006,7,Yavatmal,2024-25,2,24.9071,0.98,1944,76,2024-06-12,Physical
1007,7,Yavatmal,2024-25,3,24.9071,1.21,1944,94,2024-09-18,Physical
1008,7,Yavatmal,2024-25,4,24.9071,2.11,1944,164,2024-12-21,Physical
1009,8,Ahmednagar,2024-25,1,237.3546,56.76,6250,1494,2024-03-28,Insurance-Card
1010,8,Ahmednagar,2024-25,2,237.3546,52.5,6250,1382,2024-06-12,Insurance-Card
1011,8,Ahmednagar,2024-25,3,237.3546,63.45,6250,1670,2024-09-24,Insurance-Card
1012,8,Ahmednagar,2024-25,4,237.3546,61.74,6250,1625,2024-12-21,Insurance-Card
1013,8,Akola,2024-25,1,265.8983,69.48,6250,1633,2024-03-22,Insurance-Card
1014,8,Akola,2024-25,2,265.8983,63.28,6250,1487,2024-06-23,Insurance-Card
1015,8,Akola,2024-25,3,265.8983,72.95,6250,1714,2024-09-25,Insurance-Card
1016,8,Akola,2024-25,4,265.8983,61.86,6250,1454,2024-12-19,Insurance-Card
1017,8,Amravati,2024-25,1,228.913,56.22,6250,1535,2024-03-28,Insurance-Card
1018,8,Amravati,2024-25,2,228.913,65.81,6250,1796,2024-06-20,Insurance-Card
1019,8,Amravati,2024-25,3,228.913,64.0,6250,1747,2024-09-11,Insurance-Card
1020,8,Amravati,2024-25,4,228.913,49.43,6250,1349,2024-12-24,Insurance-Card
1021,8,Aurangabad,2024-25,1,205.7066,55.73,6250,1693,2024-03-15,Insurance-Card
1022,8,Aurangabad,2024-25,2,205.7066,52.54,6250,1596,2024-06-10,Insurance-Card
1023,8,Aurangabad,2024-25,3,205.7066,59.01,6250,1793,2024-09-23,Insurance-Card
1024,8,Aurangabad,2024-25,4,205.7066,46.83,6250,1422,2024-12-14,Insurance-Card
1025,8,Beed,2024-25,1,268.2113,60.54,6250,1410,2024-03-18,Insurance-Card
1026,8,Beed,2024-25,2,268.2113,61.23,6250,1426,2024-06-21,Insurance-Card
1027,8,Beed,2024-25,3,268.2113,62.03,6250,1445,2024-09-21,Insurance-Card
1028,8,Beed,2024-25,4,268.2113,70.36,6250,1639,2024-12-15,Insurance-Card
1029,8,Bhandara,2024-25,1,208.2696,51.87,6250,1556,2024-03-17,Insurance-Card
1030,8,Bhandara,2024-25,2,208.2696,53.0,6250,1590,2024-06-12,Insurance-Card
1031,8,Bhandara,2024-25,3,208.2696,55.25,6250,1657,2024-09-10,Insurance-Card
1032,8,Bhandara,2024-25,4,208.2696,47.59,6250,1428,2024-12-12,Insurance-Card
1033,8,Buldhana,2024-25,1,214.1105,47.17,6250,1376,2024-03-24,Insurance-Card
1034,8,Buldhana,2024-25,2,214.1105,47.47,6250,1385,2024-06-20,Insurance-Card
1035,8,Buldhana,2024-25,3,214.1105,58.62,6250,1711,2024-09-23,Insurance-Card
1036,8,Buldhana,2024-25,4,214.1105,56.64,6250,1653,2024-12-25,Insurance-Card
1037,8,Chandrapur,2024-25,1,209.6442,48.55,6250,1447,2024-03-13,Insurance-Card
1038,8,Chandrapur,2024-25,2,209.6442,48.02,6250,1431,2024-06-21,Insurance-Card
1039,8,Chandrapur,2024-25,3,209.6442,58.4,6250,1741,2024-09-14,Insurance-Card
1040,8,Chandrapur,2024-25,4,209.6442,50.57,6250,1507,2024-12-14,Insurance-Card
1041,8,Dhule,2024-25,1,250.845,63.4,6250,1579,2024-03-12,Insurance-Card
1042,8,Dhule,2024-25,2,250.845,65.82,6250,1639,2024-06-10,Insurance-Card
1043,8,Dhule,2024-25,3,250.845,64.79,6250,1614,2024-09-15,Insurance-Card
1044,8,Dhule,2024-25,4,250.845,61.58,6250,1534,2024-12-16,Insurance-Card
1045,8,Gadchiroli,2024-25,1,249.8708,53.7,6250,1343,2024-03-23,Insurance-Card
1046,8,Gadchiroli,2024-25,2,249.8708,67.23,6250,1681,2024-06-24,Insurance-Card
1047,8,Gadchiroli,2024-25,3,249.8708,69.21,6250,1731,2024-09-12,Insurance-Card
1048,8,Gadchiroli,2024-25,4,249.8708,69.9,6250,1748,2024-12-14,Insurance-Card
1049,8,Gondia,2024-25,1,258.8484,63.79,6250,1540,2024-03-22,Insurance-Card
1050,8,Gondia,2024-25,2,258.8484,64.3,6250,1552,2024-06-23,Insurance-Card
1051,8,Gondia,2024-25,3,258.8484,61.11,6250,1475,2024-09-14,Insurance-Card
1052,8,Gondia,2024-25,4,258.8484,59.82,6250,1444,2024-12-12,Insurance-Card
1053,8,Hingoli,2024-25,1,222.4458,55.0,6250,1545,2024-03-19,Insurance-Card
1054,8,Hingoli,2024-25,2,222.4458,62.68,6250,1760,2024-06-10,Insurance-Card
1055,8,Hingoli,2024-25,3,222.4458,61.42,6250,1725,2024-09-19,Insurance-Card
1056,8,Hingoli,2024-25,4,222.4458,50.7,6250,1424,2024-12-26,Insurance-Card
1057,8,Jalgaon,2024-25,1,218.1492,50.66,6250,1451,2024-03-11,Insurance-Card
1058,8,Jalgaon,2024-25,2,218.1492,61.55,6250,1763,2024-06-17,Insurance-Card
1059,8,Jalgaon,2024-25,3,218.1492,54.45,6250,1560,2024-09-13,Insurance-Card
1060,8,Jalgaon,2024-25,4,218.1492,50.3,6250,1441,2024-12-12,Insurance-Card
1061,8,Jalna,2024-25,1,242.6669,66.59,6250,1714,2024-03-21,Insurance-Card
1062,8,Jalna,2024-25,2,242.6669,71.31,6250,1836,2024-06-14,Insurance-Card
1063,8,Jalna,2024-25,3,242.6669,58.61,6250,1509,2024-09-28,Insurance-Card
1064,8,Jalna,2024-25,4,242.6669,59.23,6250,1525,2024-12-27,Insurance-Card
1065,8,Kolhapur,2024-25,1,253.8311,65.72,6250,1618,2024-03-12,Insurance-Card
1066,8,Kolhapur,2024-25,2,253.8311,56.43,6250,1389,2024-06-12,Insurance-Card
1067,8,Kolhapur,2024-25,3,253.8311,54.2,6250,1334,2024-09-16,Insurance-Card
1068,8,Kolhapur,2024-25,4,253.8311,54.7,6250,1346,2024-12-11,Insurance-Card
1069,8,Latur,2024-25,1,273.0141,63.52,6250,1454,2024-03-19,Insurance-Card
1070,8,Latur,2024-25,2,273.0141,73.72,6250,1687,2024-06-26,Insurance-Card
1071,8,Latur,2024-25,3,273.0141,73.72,6250,1687,2024-09-23,Insurance-Card
1072,8,Latur,2024-25,4,273.0141,72.39,6250,1657,2024-12-12,Insurance-Card
1073,8,Mumbai City,2024-25,1,250.77,60.86,6250,1516,2024-03-14,Insurance-Card
1074,8,Mumbai City,2024-25,2,250.77,60.85,6250,1516,2024-06-19,Insurance-Card
1075,8,Mumbai City,2024-25,3,250.77,54.77,6250,1365,2024-09-16,Insurance-Card
1076,8,Mumbai City,2024-25,4,250.77,71.61,6250,1784,2024-12-14,Insurance-Card
1077,8,Mumbai Suburban,2024-25,1,243.2519,56.47,6250,1450,2024-03-12,Insurance-Card
1078,8,Mumbai Suburban,2024-25,2,243.2519,59.64,6250,1532,2024-06-23,Insurance-Card
1079,8,Mumbai Suburban,2024-25,3,243.2519,65.01,6250,1670,2024-09-17,Insurance-Card
1080,8,Mumbai Suburban,2024-25,4,243.2519,52.75,6250,1355,2024-12-12,Insurance-Card
1081,8,Nagpur,2024-25,1,271.2778,57.61,6250,1327,2024-03-11,Insurance-Card
1082,8,Nagpur,2024-25,2,271.2778,66.5,6250,1532,2024-06-15,Insurance-Card
1083,8,Nagpur,2024-25,3,271.2778,60.08,6250,1384,2024-09-14,Insurance-Card
1084,8,Nagpur,2024-25,4,271.2778,71.92,6250,1656,2024-12-15,Insurance-Card
1085,8,Nanded,2024-25,1,240.3661,55.03,6250,1431,2024-03-26,Insurance-Card
1086,8,Nanded,2024-25,2,240.3661,67.8,6250,1762,2024-06-18,Insurance-Card
1087,8,Nanded,2024-25,3,240.3661,54.09,6250,1406,2024-09-14,Insurance-Card
1088,8,Nanded,2024-25,4,240.3661,64.59,6250,1679,2024-12-18,Insurance-Card
1089,8,Nandurbar,2024-25,1,257.4401,54.71,6250,1328,2024-03-10,Insurance-Card
1090,8,Nandurbar,2024-25,2,257.4401,63.62,6250,1544,2024-06-23,Insurance-Card
1091,8,Nandurbar,2024-25,3,257.4401,59.96,6250,1455,2024-09-12,Insurance-Card
1092,8,Nandurbar,2024-25,4,257.4401,59.78,6250,1451,2024-12-28,Insurance-Card
1093,8,Nashik,2024-25,1,249.8313,59.89,6250,1498,2024-03-26,Insurance-Card
1094,8,Nashik,2024-25,2,249.8313,62.23,6250,1556,2024-06-25,Insurance-Card
1095,8,Nashik,2024-25,3,249.8313,69.19,6250,1730,2024-09-15,Insurance-Card
1096,8,Nashik,2024-25,4,249.8313,59.98,6250,1500,2024-12-18,Insurance-Card
1097,8,Osmanabad,2024-25,1,260.3559,69.88,6250,1677,2024-03-13,Insurance-Card
1098,8,Osmanabad,2024-25,2,260.3559,62.18,6250,1492,2024-06-26,Insurance-Card
1099,8,Osmanabad,2024-25,3,260.3559,55.38,6250,1329,2024-09-10,Insurance-Card
1100,8,Osmanabad,2024-25,4,260.3559,60.1,6250,1442,2024-12-25,Insurance-Card
1101,8,Palghar,2024-25,1,230.8058,62.38,6250,1689,2024-03-15,Insurance-Card
1102,8,Palghar,2024-25,2,230.8058,67.77,6250,1835,2024-06-11,Insurance-Card
1103,8,Palghar,2024-25,3,230.8058,58.62,6250,1587,2024-09-23,Insurance-Card
1104,8,Palghar,2024-25,4,230.8058,52.93,6250,1433,2024-12-17,Insurance-Card
1105,8,Parbhani,2024-25,1,234.5798,60.02,6250,1599,2024-03-18,Insurance-Card
1106,8,Parbhani,2024-25,2,234.5798,66.96,6250,1783,2024-06-28,Insurance-Card
1107,8,Parbhani,2024-25,3,234.5798,56.41,6250,1502,2024-09-26,Insurance-Card
1108,8,Parbhani,2024-25,4,234.5798,61.69,6250,1643,2024-12-11,Insurance-Card
1109,8,Pune,2024-25,1,217.4777,56.96,6250,1636,2024-03-11,Insurance-Card
1110,8,Pune,2024-25,2,217.4777,64.25,6250,1846,2024-06-12,Insurance-Card
1111,8,Pune,2024-25,3,217.4777,60.52,6250,1739,2024-09-19,Insurance-Card
1112,8,Pune,2024-25,4,217.4777,58.83,6250,1690,2024-12-19,Insurance-Card
1113,8,Raigad,2024-25,1,228.1583,55.63,6250,1523,2024-03-10,Insurance-Card
1114,8,Raigad,2024-25,2,228.1583,56.99,6250,1561,2024-06-19,Insurance-Card
1115,8,Raigad,2024-25,3,228.1583,58.13,6250,1592,2024-09-19,Insurance-Card
1116,8,Raigad,2024-25,4,228.1583,61.14,6250,1674,2024-12-17,Insurance-Card
1117,8,Ratnagiri,2024-25,1,238.021,58.7,6250,1541,2024-03-25,Insurance-Card
1118,8,Ratnagiri,2024-25,2,238.021,71.13,6250,1867,2024-06-16,Insurance-Card
1119,8,Ratnagiri,2024-25,3,238.021,63.66,6250,1671,2024-09-27,Insurance-Card
1120,8,Ratnagiri,2024-25,4,238.021,64.16,6250,1684,2024-12-17,Insurance-Card
1121,8,Sangli,2024-25,1,215.4003,58.4,6250,1694,2024-03-10,Insurance-Card
1122,8,Sangli,2024-25,2,215.4003,51.52,6250,1494,2024-06-21,Insurance-Card
1123,8,Sangli,2024-25,3,215.4003,56.05,6250,1626,2024-09-10,Insurance-Card
1124,8,Sangli,2024-25,4,215.4003,61.14,6250,1773,2024-12-10,Insurance-Card
1125,8,Satara,2024-25,1,259.3164,59.93,6250,1444,2024-03-19,Insurance-Card
1126,8,Satara,2024-25,2,259.3164,59.41,6250,1431,2024-06-26,Insurance-Card
1127,8,Satara,2024-25,3,259.3164,74.23,6250,1788,2024-09-23,Insurance-Card
1128,8,Satara,2024-25,4,259.3164,64.67,6250,1558,2024-12-11,Insurance-Card
1129,8,Sindhudurg,2024-25,1,274.7379,58.86,6250,1339,2024-03-18,Insurance-Card
1130,8,Sindhudurg,2024-25,2,274.7379,62.71,6250,1426,2024-06-17,Insurance-Card
1131,8,Sindhudurg,2024-25,3,274.7379,76.87,6250,1748,2024-09-26,Insurance-Card
1132,8,Sindhudurg,2024-25,4,274.7379,66.89,6250,1521,2024-12-21,Insurance-Card
1133,8,Solapur,2024-25,1,237.6262,61.27,6250,1611,2024-03-28,Insurance-Card
1134,8,Solapur,2024-25,2,237.6262,54.29,6250,1427,2024-06-14,Insurance-Card
1135,8,Solapur,2024-25,3,237.6262,61.85,6250,1626,2024-09-22,Insurance-Card
1136,8,Solapur,2024-25,4,237.6262,51.83,6250,1363,2024-12-28,Insurance-Card
1137,8,Thane,2024-25,1,209.0273,52.61,6250,1573,2024-03-14,Insurance-Card
1138,8,Thane,2024-25,2,209.0273,50.06,6250,1496,2024-06-18,Insurance-Card
1139,8,Thane,2024-25,3,209.0273,57.76,6250,1726,2024-09-22,Insurance-Card
1140,8,Thane,2024-25,4,209.0273,55.4,6250,1656,2024-12-20,Insurance-Card
1141,8,Wardha,2024-25,1,227.491,50.86,6250,1397,2024-03-12,Insurance-Card
1142,8,Wardha,2024-25,2,227.491,67.02,6250,1841,2024-06-14,Insurance-Card
1143,8,Wardha,2024-25,3,227.491,61.65,6250,1693,2024-09-28,Insurance-Card
1144,8,Wardha,2024-25,4,227.491,50.2,6250,1379,2024-12-13,Insurance-Card
1145,8,Washim,2024-25,1,216.3971,51.41,6250,1484,2024-03-23,Insurance-Card
1146,8,Washim,2024-25,2,216.3971,49.86,6250,1440,2024-06-21,Insurance-Card
1147,8,Washim,2024-25,3,216.3971,61.64,6250,1780,2024-09-16,Insurance-Card
1148,8,Washim,2024-25,4,216.3971,53.32,6250,1539,2024-12-24,Insurance-Card
1149,8,Yavatmal,2024-25,1,223.6615,47.56,6250,1328,2024-03-15,Insurance-Card
1150,8,Yavatmal,2024-25,2,223.6615,63.52,6250,1774,2024-06-19,Insurance-Card
1151,8,Yavatmal,2024-25,3,223.6615,61.39,6250,1715,2024-09-11,Insurance-Card
1152,8,Yavatmal,2024-25,4,223.6615,51.13,6250,1428,2024-12-20,Insurance-Card
1153,9,Ahmednagar,2024-25,1,129.143,32.96,1250,319,2024-03-21,DBT-Bank
1154,9,Ahmednagar,2024-25,2,129.143,33.78,1250,326,2024-06-11,DBT-Bank
1155,9,Ahmednagar,2024-25,3,129.143,35.36,1250,342,2024-09-18,DBT-Bank
1156,9,Ahmednagar,2024-25,4,129.143,42.46,1250,411,2024-12-15,DBT-Bank
1157,9,Akola,2024-25,1,124.065,28.92,1250,291,2024-03-24,DBT-Bank
1158,9,Akola,2024-25,2,124.065,34.06,1250,343,2024-06-27,DBT-Bank
1159,9,Akola,2024-25,3,124.065,29.84,1250,300,2024-09-24,DBT-Bank
1160,9,Akola,2024-25,4,124.065,32.77,1250,330,2024-12-14,DBT-Bank
1161,9,Amravati,2024-25,1,127.9792,26.68,1250,260,2024-03-17,DBT-Bank
1162,9,Amravati,2024-25,2,127.9792,30.73,1250,300,2024-06-22,DBT-Bank
1163,9,Amravati,2024-25,3,127.9792,32.0,1250,312,2024-09-12,DBT-Bank
1164,9,Amravati,2024-25,4,127.9792,39.34,1250,384,2024-12-18,DBT-Bank
1165,9,Aurangabad,2024-25,1,162.4549,34.02,1250,261,2024-03-12,DBT-Bank
1166,9,Aurangabad,2024-25,2,162.4549,39.89,1250,306,2024-06-24,DBT-Bank
1167,9,Aurangabad,2024-25,3,162.4549,46.16,1250,355,2024-09-12,DBT-Bank
1168,9,Aurangabad,2024-25,4,162.4549,54.66,1250,420,2024-12-20,DBT-Bank
1169,9,Beed,2024-25,1,128.0257,34.8,1250,339,2024-03-11,DBT-Bank
1170,9,Beed,2024-25,2,128.0257,31.12,1250,303,2024-06-28,DBT-Bank
1171,9,Beed,2024-25,3,128.0257,32.62,1250,318,2024-09-22,DBT-Bank
1172,9,Beed,2024-25,4,128.0257,38.36,1250,374,2024-12-22,DBT-Bank
1173,9,Bhandara,2024-25,1,152.3104,32.97,1250,270,2024-03-16,DBT-Bank
1174,9,Bhandara,2024-25,2,152.3104,46.16,1250,378,2024-06-18,DBT-Bank
1175,9,Bhandara,2024-25,3,152.3104,36.99,1250,303,2024-09-14,DBT-Bank
1176,9,Bhandara,2024-25,4,152.3104,39.31,1250,322,2024-12-17,DBT-Bank
1177,9,Buldhana,2024-25,1,150.754,36.17,1250,299,2024-03-27,DBT-Bank
1178,9,Buldhana,2024-25,2,150.754,40.45,1250,335,2024-06-12,DBT-Bank
1179,9,Buldhana,2024-25,3,150.754,36.61,1250,303,2024-09-14,DBT-Bank
1180,9,Buldhana,2024-25,4,150.754,44.13,1250,365,2024-12-26,DBT-Bank
1181,9,Chandrapur,2024-25,1,133.51,36.79,1250,344,2024-03-27,DBT-Bank
1182,9,Chandrapur,2024-25,2,133.51,39.24,1250,367,2024-06-22,DBT-Bank
1183,9,Chandrapur,2024-25,3,133.51,37.65,1250,352,2024-09-21,DBT-Bank
1184,9,Chandrapur,2024-25,4,133.51,39.81,1250,372,2024-12-25,DBT-Bank
1185,9,Dhule,2024-25,1,137.6197,33.68,1250,305,2024-03-20,DBT-Bank
1186,9,Dhule,2024-25,2,137.6197,35.91,1250,326,2024-06-15,DBT-Bank
1187,9,Dhule,2024-25,3,137.6197,30.69,1250,278,2024-09-17,DBT-Bank
1188,9,Dhule,2024-25,4,137.6197,35.46,1250,322,2024-12-18,DBT-Bank
1189,9,Gadchiroli,2024-25,1,125.2565,34.49,1250,344,2024-03-26,DBT-Bank
1190,9,Gadchiroli,2024-25,2,125.2565,32.37,1250,323,2024-06-28,DBT-Bank
1191,9,Gadchiroli,2024-25,3,125.2565,37.45,1250,373,2024-09-15,DBT-Bank
1192,9,Gadchiroli,2024-25,4,125.2565,33.07,1250,330,2024-12-17,DBT-Bank
1193,9,Gondia,2024-25,1,134.2627,35.28,1250,328,2024-03-11,DBT-Bank
1194,9,Gondia,2024-25,2,134.2627,39.12,1250,364,2024-06-17,DBT-Bank
1195,9,Gondia,2024-25,3,134.2627,35.7,1250,332,2024-09-22,DBT-Bank
1196,9,Gondia,2024-25,4,134.2627,38.52,1250,358,2024-12-15,DBT-Bank
1197,9,Hingoli,2024-25,1,130.3461,32.15,1250,308,2024-03-21,DBT-Bank
1198,9,Hingoli,2024-25,2,130.3461,39.56,1250,379,2024-06-10,DBT-Bank
1199,9,Hingoli,2024-25,3,130.3461,35.96,1250,344,2024-09-21,DBT-Bank
1200,9,Hingoli,2024-25,4,130.3461,44.35,1250,425,2024-12-28,DBT-Bank
1201,9,Jalgaon,2024-25,1,128.8736,35.09,1250,340,2024-03-25,DBT-Bank
1202,9,Jalgaon,2024-25,2,128.8736,35.24,1250,341,2024-06-15,DBT-Bank
1203,9,Jalgaon,2024-25,3,128.8736,33.41,1250,324,2024-09-12,DBT-Bank
1204,9,Jalgaon,2024-25,4,128.8736,33.51,1250,325,2024-12-17,DBT-Bank
1205,9,Jalna,2024-25,1,123.5819,29.46,1250,298,2024-03-20,DBT-Bank
1206,9,Jalna,2024-25,2,123.5819,37.55,1250,379,2024-06-16,DBT-Bank
1207,9,Jalna,2024-25,3,123.5819,35.09,1250,354,2024-09-20,DBT-Bank
1208,9,Jalna,2024-25,4,123.5819,39.49,1250,399,2024-12-20,DBT-Bank
1209,9,Kolhapur,2024-25,1,125.2983,26.89,1250,268,2024-03-14,DBT-Bank
1210,9,Kolhapur,2024-25,2,125.2983,36.62,1250,365,2024-06-26,DBT-Bank
1211,9,Kolhapur,2024-25,3,125.2983,36.1,1250,360,2024-09-12,DBT-Bank
1212,9,Kolhapur,2024-25,4,125.2983,36.16,1250,360,2024-12-22,DBT-Bank
1213,9,Latur,2024-25,1,148.1006,33.8,1250,285,2024-03-20,DBT-Bank
1214,9,Latur,2024-25,2,148.1006,35.63,1250,300,2024-06-15,DBT-Bank
1215,9,Latur,2024-25,3,148.1006,41.19,1250,347,2024-09-23,DBT-Bank
1216,9,Latur,2024-25,4,148.1006,48.32,1250,407,2024-12-25,DBT-Bank
1217,9,Mumbai City,2024-25,1,150.8364,32.66,1250,270,2024-03-27,DBT-Bank
1218,9,Mumbai City,2024-25,2,150.8364,43.09,1250,357,2024-06-21,DBT-Bank
1219,9,Mumbai City,2024-25,3,150.8364,35.96,1250,298,2024-09-28,DBT-Bank
1220,9,Mumbai City,2024-25,4,150.8364,49.52,1250,410,2024-12-22,DBT-Bank
1221,9,Mumbai Suburban,2024-25,1,136.008,34.49,1250,316,2024-03-14,DBT-Bank
1222,9,Mumbai Suburban,2024-25,2,136.008,33.17,1250,304,2024-06-10,DBT-Bank
1223,9,Mumbai Suburban,2024-25,3,136.008,40.12,1250,368,2024-09-28,DBT-Bank
1224,9,Mumbai Suburban,2024-25,4,136.008,39.48,1250,362,2024-12-28,DBT-Bank
1225,9,Nagpur,2024-25,1,124.1213,30.7,1250,309,2024-03-17,DBT-Bank
1226,9,Nagpur,2024-25,2,124.1213,34.92,1250,351,2024-06-13,DBT-Bank
1227,9,Nagpur,2024-25,3,124.1213,36.5,1250,367,2024-09-14,DBT-Bank
1228,9,Nagpur,2024-25,4,124.1213,35.35,1250,356,2024-12-12,DBT-Bank
1229,9,Nanded,2024-25,1,133.0269,36.55,1250,343,2024-03-15,DBT-Bank
1230,9,Nanded,2024-25,2,133.0269,37.38,1250,351,2024-06-12,DBT-Bank
1231,9,Nanded,2024-25,3,133.0269,37.92,1250,356,2024-09-20,DBT-Bank
1232,9,Nanded,2024-25,4,133.0269,39.27,1250,368,2024-12-18,DBT-Bank
1233,9,Nandurbar,2024-25,1,131.8007,33.47,1250,317,2024-03-21,DBT-Bank
1234,9,Nandurbar,2024-25,2,131.8007,32.99,1250,312,2024-06-13,DBT-Bank
1235,9,Nandurbar,2024-25,3,131.8007,36.53,1250,346,2024-09-11,DBT-Bank
1236,9,Nandurbar,2024-25,4,131.8007,38.19,1250,362,2024-12-23,DBT-Bank
1237,9,Nashik,2024-25,1,164.693,44.09,1250,334,2024-03-25,DBT-Bank
1238,9,Nashik,2024-25,2,164.693,49.56,1250,376,2024-06-21,DBT-Bank
1239,9,Nashik,2024-25,3,164.693,43.41,1250,329,2024-09-13,DBT-Bank
1240,9,Nashik,2024-25,4,164.693,54.28,1250,411,2024-12-28,DBT-Bank
1241,9,Osmanabad,2024-25,1,150.9139,38.25,1250,316,2024-03-15,DBT-Bank
1242,9,Osmanabad,2024-25,2,150.9139,40.15,1250,332,2024-06-11,DBT-Bank
1243,9,Osmanabad,2024-25,3,150.9139,36.82,1250,305,2024-09-20,DBT-Bank
1244,9,Osmanabad,2024-25,4,150.9139,42.03,1250,348,2024-12-13,DBT-Bank
1245,9,Palghar,2024-25,1,125.9326,27.23,1250,270,2024-03-22,DBT-Bank
1246,9,Palghar,2024-25,2,125.9326,30.54,1250,303,2024-06-12,DBT-Bank
1247,9,Palghar,2024-25,3,125.9326,33.2,1250,329,2024-09-12,DBT-Bank
1248,9,Palghar,2024-25,4,125.9326,35.94,1250,356,2024-12-25,DBT-Bank
1249,9,Parbhani,2024-25,1,153.2326,36.02,1250,293,2024-03-15,DBT-Bank
1250,9,Parbhani,2024-25,2,153.2326,42.7,1250,348,2024-06-23,DBT-Bank
1251,9,Parbhani,2024-25,3,153.2326,35.74,1250,291,2024-09-13,DBT-Bank
1252,9,Parbhani,2024-25,4,153.2326,43.64,1250,355,2024-12-16,DBT-Bank
1253,9,Pune,2024-25,1,140.4457,34.25,1250,304,2024-03-27,DBT-Bank
1254,9,Pune,2024-25,2,140.4457,35.25,1250,313,2024-06-19,DBT-Bank
1255,9,Pune,2024-25,3,140.4457,34.3,1250,305,2024-09-13,DBT-Bank
1256,9,Pune,2024-25,4,140.4457,36.44,1250,324,2024-12-28,DBT-Bank
1257,9,Raigad,2024-25,1,146.526,35.07,1250,299,2024-03-11,DBT-Bank
1258,9,Raigad,2024-25,2,146.526,37.91,1250,323,2024-06-23,DBT-Bank
1259,9,Raigad,2024-25,3,146.526,33.38,1250,284,2024-09-25,DBT-Bank
1260,9,Raigad,2024-25,4,146.526,40.0,1250,341,2024-12-10,DBT-Bank
1261,9,Ratnagiri,2024-25,1,131.6824,32.91,1250,312,2024-03-12,DBT-Bank
1262,9,Ratnagiri,2024-25,2,131.6824,35.27,1250,334,2024-06-13,DBT-Bank
1263,9,Ratnagiri,2024-25,3,131.6824,32.27,1250,306,2024-09-22,DBT-Bank
1264,9,Ratnagiri,2024-25,4,131.6824,39.16,1250,371,2024-12-18,DBT-Bank
1265,9,Sangli,2024-25,1,126.6661,30.8,1250,303,2024-03-15,DBT-Bank
1266,9,Sangli,2024-25,2,126.6661,32.88,1250,324,2024-06-22,DBT-Bank
1267,9,Sangli,2024-25,3,126.6661,31.64,1250,312,2024-09-24,DBT-Bank
